33.203868,-87.552103
33.189816,-87.493607
33.163714,-87.503879
33.218958,-87.5278319
33.2052631285,-87.5551417725
33.2036153735,-87.5444610839
33.2016409324,-87.5562145158
33.1941690612,-87.5478304082
33.233504,-87.586903
33.189816,-87.493607
33.160777,-87.490502
33.217095,-87.5124159
33.1949773333,-87.5508967333
33.191088,-87.541872
33.208353663,-87.5552788377
33.206136,-87.5459709
33.218958,-87.5278319
33.1893821961,-87.5302543388
33.2016409324,-87.5562145158
33.206136,-87.5459709
33.220385,-87.5257799
33.160777,-87.490502
33.233504,-87.586903
33.2040842209,-87.5537304022
33.189816,-87.493607
33.218958,-87.5278319
33.202638,-87.4629649
33.239838,-87.5561159
33.2086487816,-87.5561913598
33.2046961252,-87.5458593306
33.164673,-87.5129479
33.160777,-87.490502
33.154775,-87.5079349
33.164673,-87.5129479
33.154775,-87.5079349
33.233504,-87.586903
33.2076848649,-87.5554036634
33.2084862548,-87.556241332
33.1927079937,-87.5484937818
33.233504,-87.586903
33.163714,-87.503879
33.164673,-87.5129479
33.1609903368,-87.5040501414
33.1975853095,-87.5033818631
33.1941690612,-87.5478304082
33.239838,-87.5561159
33.1975849762,-87.5033717798
33.154775,-87.5079349
33.154775,-87.5079349
33.203782,-87.550515
33.217095,-87.5124159
33.164673,-87.5129479
33.202638,-87.4629649
33.202638,-87.4629649
33.189816,-87.493607
33.204609,-87.544155
33.204609,-87.544155
33.2136121621,-87.5537643352
33.1927079937,-87.5484937818
33.221447,-87.561982
33.2086487816,-87.5561913598
33.2046961252,-87.5458593306
33.239838,-87.5561159
33.164673,-87.5129479
33.154775,-87.5079349
33.154775,-87.5079349
33.203868,-87.552103
33.2138801963,-87.5201552471
33.239838,-87.5561159
33.239838,-87.5561159
33.154775,-87.5079349
33.2036153735,-87.5444610839
33.197701255,-87.5075525436
33.154775,-87.5079349
33.202638,-87.4629649
33.163714,-87.503879
33.164673,-87.5129479
33.202638,-87.4629649
33.20871725,-87.57326175
33.202638,-87.4629649
33.2076848649,-87.5554036634
33.2050086532,-87.5333868629
33.239838,-87.5561159
33.221447,-87.561982
33.202638,-87.4629649
33.182971,-87.551506
33.1978167311,-87.5338981651
33.2048608492,-87.5458201725
33.2022569326,-87.5433179239
33.2066459168,-87.5642591194
33.2055924338,-87.5098934582
33.239838,-87.5561159
33.193414,-87.530087
33.154775,-87.5079349
33.1621121989,-87.5038981181
33.200784822,-87.5210736936
33.1986,-87.5201529
33.197701255,-87.5075525436
33.20871725,-87.57326175
33.198845,-87.5803399
33.221447,-87.561982
33.1978697972,-87.5344182123
33.1978697972,-87.5344182123
33.1972944592,-87.4961832935
33.202638,-87.4629649
33.2050086532,-87.5333868629
33.2136121621,-87.5537643352
33.197050476,-87.5362867675
33.1822934377,-87.5324543214
33.2138801963,-87.5201552471
33.239838,-87.5561159
33.1972944592,-87.4961832935
33.182971,-87.551506
33.221447,-87.561982
33.1978167311,-87.5338981651
33.2004350666,-87.5507109061
33.2037865602,-87.5506205238
